Meppadi,
wkt_geom,VALUE
Point (76.00003323507125685 11.60996147925331279),2541.4
Point (76.0001230665996701 11.60996147925331279),2583.666667
Point (76.00021289812808334 11.60996147925331279),2414.888889
Point (76.00030272965649658 11.60996147925331279),2291.769231
Point (76.00039256118490982 11.60996147925331279),2133.846154
Point (76.00048239271332307 11.60996147925331279),2189.111111
Point (76.00057222424173631 11.60996147925331279),2131.75
Point (76.00066205577014955 11.60996147925331279),2067.545455
Point (76.00075188729856279 11.60996147925331279),2062.5
Point (76.00084171882697603 11.60996147925331279),2062.5
Point (76.00093155035538928 11.60996147925331279),2118
Point (76.00102138188380252 11.60996147925331279),2257.133333
Point (76.00111121341221576 11.60996147925331279),2095.8
Point (76.001201044940629 11.60996147925331279),2099.571429
Point (76.00129087646904225 11.60996147925331279),2286
Point (76.00138070799745549 11.60996147925331279),2452.285714
Point (76.00147053952586873 11.60996147925331279),2484.142857
Point (76.00156037105428197 11.60996147925331279),2354.615385
Point (76.00165020258269521 11.60996147925331279),2448
Point (76.00174003411110846 11.60996147925331279),2601.125
Point (76.0018298656395217 11.60996147925331279),2515.166667
Point (76.00191969716793494 11.60996147925331279),2483.75
Point (76.00200952869634818 11.60996147925331279),2450.125
Point (76.00209936022476143 11.60996147925331279),2475
Point (76.00218919175317467 11.60996147925331279),2477.4
Point (76.00227902328158791 11.60996147925331279),2418.428571
Point (76.00236885481000115 11.60996147925331279),2258.2
Point (76.0024586863384144 11.60996147925331279),2319.75
Point (76.00254851786682764 11.60996147925331279),2226.4
Point (76.00263834939524088 11.60996147925331279),2386.142857
Point (76.00272818092365412 11.60996147925331279),2418.75
Point (76.00281801245206736 11.60996147925331279),2386.545455
Point (76.00290784398048061 11.60996147925331279),2512.363636
Point (76.00299767550889385 11.60996147925331279),2535.777778
Point (76.00308750703730709 11.60996147925331279),2703.916667
Point (76.00317733856572033 11.60996147925331279),2613.666667
Point (76.00326717009413358 11.60996147925331279),2413.785714
Point (76.00335700162254682 11.60996147925331279),2418.777778
Point (76.00344683315096006 11.60996147925331279),2546.666667
Point (76.0035366646793733 11.60996147925331279),2643.666667
Point (76.00362649620778654 11.60996147925331279),2444.444444
Point (76.00371632773619979 11.60996147925331279),2441.111111
Point (76.00380615926461303 11.60996147925331279),2668.555556
Point (76.00389599079302627 11.60996147925331279),2548.6
Point (76.00398582232143951 11.60996147925331279),2255.666667
Point (76.00407565384985276 11.60996147925331279),2188.777778
Point (76.004165485378266 11.60996147925331279),2288.375
Point (76.00425531690667924 11.60996147925331279),2384.8
Point (76.00434514843509248 11.60996147925331279),2416.2
Point (76.00443497996350573 11.60996147925331279),2379.75
Point (76.00452481149191897 11.60996147925331279),2580.461538
Point (76.00461464302033221 11.60996147925331279),2671.809524
Point (76.00470447454874545 11.60996147925331279),2609.538462
Point (76.00479430607715869 11.60996147925331279),2191.888889
Point (76.00488413760557194 11.60996147925331279),2290.909091
Point (76.00497396913398518 11.60996147925331279),2860.666667
Point (76.00506380066239842 11.60996147925331279),2986.428571
Point (76.00515363219081166 11.60996147925331279),2826.142857
Point (76.00524346371922491 11.60996147925331279),2826.142857
Point (76.00533329524763815 11.60996147925331279),2756.333333
Point (76.00542312677605139 11.60996147925331279),3024.6
Point (76.00551295830446463 11.60996147925331279),2862.888889
Point (76.00560278983287787 11.60996147925331279),2445.857143
Point (76.00569262136129112 11.60996147925331279),2543.384615
Point (76.00578245288970436 11.60996147925331279),2733.222222
Point (76.0058722844181176 11.60996147925331279),2703.2
Point (76.00596211594653084 11.60996147925331279),2669.25
Point (76.00605194747494409 11.60996147925331279),2736
Point (76.00614177900335733 11.60996147925331279),2674.428571
Point (76.00623161053177057 11.60996147925331279),2474.8
Point (76.00632144206018381 11.60996147925331279),2477.5
Point (76.00641127358859706 11.60996147925331279),2478.166667
Point (76.0065011051170103 11.60996147925331279),2069.571429
Point (76.00659093664542354 11.60996147925331279),2230.818182
Point (76.00668076817383678 11.60996147925331279),2381.733333
Point (76.00677059970225002 11.60996147925331279),2380.384615
Point (76.00686043123066327 11.60996147925331279),2255.6
Point (76.00695026275907651 11.60996147925331279),2056.5
Point (76.00704009428748975 11.60996147925331279),2007
Point (76.00712992581590299 11.60996147925331279),2183.75
Point (76.00721975734431624 11.60996147925331279),2088
Point (76.00730958887272948 11.60996147925331279),1959.666667
Point (76.00739942040114272 11.60996147925331279),2168.6
Point (76.00748925192955596 11.60996147925331279),2153.5
Point (76.0075790834579692 11.60996147925331279),2164
Point (76.00766891498638245 11.60996147925331279),2184
Point (76.00775874651479569 11.60996147925331279),2124
Point (76.00784857804320893 11.60996147925331279),2242
Point (76.00793840957162217 11.60996147925331279),2355
Point (76.00802824110003542 11.60996147925331279),2406
Point (76.00811807262844866 11.60996147925331279),2503.428571
Point (76.0082079041568619 11.60996147925331279),2617
Point (76.00829773568527514 11.60996147925331279),2610.571429
Point (76.00838756721368838 11.60996147925331279),2598.25
Point (76.00847739874210163 11.60996147925331279),2708
Point (76.00856723027051487 11.60996147925331279),2682
Point (76.00865706179892811 11.60996147925331279),2403
Point (76.00874689332734135 11.60996147925331279),2298.285714
Point (76.0088367248557546 11.60996147925331279),2294.6
Point (76.00892655638416784 11.60996147925331279),2473
Point (76.00901638791258108 11.60996147925331279),2573.333333
Point (76.00910621944099432 11.60996147925331279),2698.5
Point (76.00919605096940757 11.60996147925331279),2717
